symbol,itm_call,open_interest_call,imp_vol_call,volume_call,change_call,percent_change_call,last_price_call,bid_cal,ask_call,strike,expire_date,bid_put,ask_put,last_price_put,change_put,percent_change_put,volume_put,open_interest_put,imp_vol_call,itm_put,contract_size_call,contract_symbol_call,last_trade_date_call,currency_call,contract_size_put,contract_symbol_put,last_trade_date_put,currency_put
TSLA,Y,1210.0,3.0937522656249996,22.0,0.0,0.0,73.45,79.7,80.15,133.33,2022-10-21,0.0,0.01,0.01,0.0,0.0,300.0,22114.0,2.81250296875,N,REGULAR,TSLA221021C00133330,2022-10-20 18:57:17+00:00,USD,REGULAR,TSLA221021P00133330,2022-10-21 13:30:02+00:00,USD
TSLA,Y,458.0,3.5156262109374996,1.0,4.699997,6.5826287,76.1,76.3,76.65,136.67,2022-10-21,0.0,0.01,0.01,0.0,0.0,14.0,2011.0,2.68750328125,N,REGULAR,TSLA221021C00136670,2022-10-21 19:06:01+00:00,USD,REGULAR,TSLA221021P00136670,2022-10-21 17:07:45+00:00,USD
TSLA,Y,301.0,3.3593766015624995,234.0,2.3600006,3.339466,73.03,73.05,73.6,140.0,2022-10-21,0.0,0.01,0.01,0.0,0.0,130.0,7427.0,2.56250359375,N,REGULAR,TSLA221021C00140000,2022-10-21 18:33:29+00:00,USD,REGULAR,TSLA221021P00140000,2022-10-21 15:52:48+00:00,USD
TSLA,Y,51.0,1.0000000000000003e-05,4.0,0.0,0.0,69.4,69.4,69.8,143.33,2022-10-21,0.0,0.01,0.01,0.0,0.0,497.0,1747.0,2.3750040624999995,N,REGULAR,TSLA221021C00143330,2022-10-17 13:32:30+00:00,USD,REGULAR,TSLA221021P00143330,2022-10-20 16:09:39+00:00,USD
TSLA,Y,70.0,2.2500043749999996,6.0,0.58999634,0.9218693,64.59,66.35,66.8,146.67,2022-10-21,0.0,0.01,0.01,0.0,0.0,38.0,2519.0,2.2500043749999996,N,REGULAR,TSLA221021C00146670,2022-10-21 15:57:45+00:00,USD,REGULAR,TSLA221021P00146670,2022-10-21 16:14:56+00:00,USD
TSLA,Y,599.0,3.113283466796875,80.0,4.8499985,8.362066,62.85,63.05,63.4,150.0,2022-10-21,0.01,0.01,0.01,0.0,0.0,1281.0,13864.0,2.281254296875,N,REGULAR,TSLA221021C00150000,2022-10-21 18:00:11+00:00,USD,REGULAR,TSLA221021P00150000,2022-10-21 19:02:05+00:00,USD
TSLA,Y,171.0,2.2343794140624995,2.0,-2.5999985,-4.4255295,56.15,59.7,60.15,153.33,2022-10-21,0.0,0.01,0.01,0.0,0.0,1.0,3206.0,2.000005,N,REGULAR,TSLA221021C00153330,2022-10-21 14:55:00+00:00,USD,REGULAR,TSLA221021P00153330,2022-10-20 19:22:06+00:00,USD
TSLA,Y,82.0,1.0000000000000003e-05,6.0,0.0,0.0,51.7,57.75,58.15,155.0,2022-10-21,0.0,0.01,0.01,0.0,0.0,372.0,6492.0,1.9375003125,N,REGULAR,TSLA221021C00155000,2022-10-20 17:47:55+00:00,USD,REGULAR,TSLA221021P00155000,2022-10-21 16:38:51+00:00,USD
TSLA,Y,189.0,2.82031544921875,65.0,4.799999,9.542743,55.1,56.35,56.75,156.67,2022-10-21,0.0,0.01,0.01,0.0,0.0,214.0,4118.0,1.875000625,N,REGULAR,TSLA221021C00156670,2022-10-21 16:05:43+00:00,USD,REGULAR,TSLA221021P00156670,2022-10-21 16:02:14+00:00,USD
TSLA,Y,289.0,1.0000000000000003e-05,27.0,1.8199997,3.5651317,52.87,53.05,53.2,160.0,2022-10-21,0.0,0.01,0.01,0.0,0.0,949.0,19428.0,1.78125109375,N,REGULAR,TSLA221021C00160000,2022-10-21 19:06:34+00:00,USD,REGULAR,TSLA221021P00160000,2022-10-21 18:57:26+00:00,USD
TSLA,Y,156.0,1.8437507812499998,19.0,0.0,0.0,47.55,49.7,50.15,163.33,2022-10-21,0.0,0.01,0.01,-0.01,-50.0,97.0,2452.0,1.6875015625,N,REGULAR,TSLA221021C00163330,2022-10-20 16:20:45+00:00,USD,REGULAR,TSLA221021P00163330,2022-10-21 17:04:17+00:00,USD
TSLA,Y,80.0,2.3593791015624994,10.0,1.9000015,4.408356,45.0,48.0,48.4,165.0,2022-10-21,0.0,0.01,0.01,0.0,0.0,459.0,6765.0,1.625001875,N,REGULAR,TSLA221021C00165000,2022-10-21 14:56:36+00:00,USD,REGULAR,TSLA221021P00165000,2022-10-21 18:46:29+00:00,USD
TSLA,Y,522.0,2.4140664648437498,31.0,1.3999977,3.3775578,42.85,46.3,46.8,166.67,2022-10-21,0.0,0.01,0.01,-0.01,-50.0,1036.0,9592.0,1.5625021874999998,N,REGULAR,TSLA221021C00166670,2022-10-21 15:25:35+00:00,USD,REGULAR,TSLA221021P00166670,2022-10-21 18:23:11+00:00,USD
TSLA,Y,2047.0,1.9375003125,184.0,5.239998,13.951005,42.8,43.05,43.6,170.0,2022-10-21,0.0,0.01,0.01,-0.01,-50.0,669.0,15831.0,1.4375028125,N,REGULAR,TSLA221021C00170000,2022-10-21 18:51:02+00:00,USD,REGULAR,TSLA221021P00170000,2022-10-21 19:02:44+00:00,USD
TSLA,Y,422.0,2.0976610058593748,46.0,4.950001,14.306361,39.55,39.65,40.15,173.33,2022-10-21,0.0,0.01,0.01,-0.03,-75.0,619.0,2691.0,1.3125034374999998,N,REGULAR,TSLA221021C00173330,2022-10-21 18:35:36+00:00,USD,REGULAR,TSLA221021P00173330,2022-10-21 18:13:29+00:00,USD
TSLA,Y,290.0,1.5312523437499999,50.0,6.74,21.499203,38.09,38.05,38.5,175.0,2022-10-21,0.01,0.02,0.01,-0.02,-66.66667,1218.0,13249.0,1.40625296875,N,REGULAR,TSLA221021C00175000,2022-10-21 18:39:42+00:00,USD,REGULAR,TSLA221021P00175000,2022-10-21 18:54:09+00:00,USD
TSLA,Y,485.0,1.1875040625,22.0,6.0999985,20.33333,36.1,36.35,36.8,176.67,2022-10-21,0.0,0.01,0.01,-0.03,-75.0,465.0,5573.0,1.1875040625,N,REGULAR,TSLA221021C00176670,2022-10-21 18:27:46+00:00,USD,REGULAR,TSLA221021P00176670,2022-10-21 16:36:53+00:00,USD
TSLA,Y,849.0,1.4296903515625,791.0,4.75,17.148014,32.45,33.1,33.5,180.0,2022-10-21,0.0,0.01,0.01,-0.049999997,-83.33333,6469.0,54294.0,1.09375453125,N,REGULAR,TSLA221021C00180000,2022-10-21 19:03:16+00:00,USD,REGULAR,TSLA221021P00180000,2022-10-21 19:07:51+00:00,USD
TSLA,Y,1596.0,1.09375453125,102.0,6.370001,27.9386,29.17,29.75,30.1,183.33,2022-10-21,0.0,0.01,0.01,-0.049999997,-83.33333,3416.0,5619.0,0.9687503125,N,REGULAR,TSLA221021C00183330,2022-10-21 19:02:09+00:00,USD,REGULAR,TSLA221021P00183330,2022-10-21 19:04:08+00:00,USD
TSLA,Y,726.0,1.0000000000000003e-05,130.0,4.799999,20.91503,27.75,28.0,28.1,185.0,2022-10-21,0.03,0.04,0.01,-0.080000006,-88.88889,5061.0,14509.0,1.140629296875,N,REGULAR,TSLA221021C00185000,2022-10-21 18:27:46+00:00,USD,REGULAR,TSLA221021P00185000,2022-10-21 18:11:20+00:00,USD
TSLA,Y,382.0,0.87500125,37.0,5.0599995,25.63323,24.8,26.35,26.8,186.67,2022-10-21,0.0,0.01,0.01,-0.11,-91.66667,4029.0,6847.0,0.87500125,N,REGULAR,TSLA221021C00186670,2022-10-21 16:32:26+00:00,USD,REGULAR,TSLA221021P00186670,2022-10-21 19:07:57+00:00,USD
TSLA,Y,1873.0,0.8281267187499999,964.0,4.7599983,26.02514,23.05,23.05,23.45,190.0,2022-10-21,0.0,0.01,0.01,-0.17999999,-94.73684,11912.0,17451.0,0.7812521875,N,REGULAR,TSLA221021C00190000,2022-10-21 19:07:43+00:00,USD,REGULAR,TSLA221021P00190000,2022-10-21 19:07:15+00:00,USD
TSLA,Y,314.0,1.0000000000000003e-05,299.0,4.3499994,27.707003,20.05,20.2,20.55,192.5,2022-10-21,0.0,0.01,0.03,-0.25,-89.28571,4867.0,7084.0,0.6875031250000001,N,REGULAR,TSLA221021C00192500,2022-10-21 19:00:24+00:00,USD,REGULAR,TSLA221021P00192500,2022-10-21 19:06:48+00:00,USD
TSLA,Y,291.0,1.0000000000000003e-05,14.0,4.9300003,33.813446,19.51,19.3,19.75,193.33,2022-10-21,0.0,0.01,0.01,-0.31,-96.875,2784.0,5424.0,0.6562534375000001,N,REGULAR,TSLA221021C00193330,2022-10-21 19:05:24+00:00,USD,REGULAR,TSLA221021P00193330,2022-10-21 18:55:47+00:00,USD
TSLA,Y,682.0,0.8203142968749999,449.0,4.709999,36.682236,17.55,18.05,18.55,195.0,2022-10-21,0.0,0.01,0.01,-0.45000002,-97.82609,16706.0,13188.0,0.6093789062500001,N,REGULAR,TSLA221021C00195000,2022-10-21 19:03:35+00:00,USD,REGULAR,TSLA221021P00195000,2022-10-21 19:03:49+00:00,USD
TSLA,Y,299.0,0.789064609375,96.0,4.8500004,43.111115,16.1,16.4,16.65,196.67,2022-10-21,0.0,0.01,0.01,-0.59000003,-98.333336,4908.0,5554.0,0.5625043750000001,N,REGULAR,TSLA221021C00196670,2022-10-21 19:06:01+00:00,USD,REGULAR,TSLA221021P00196670,2022-10-21 19:09:04+00:00,USD
TSLA,Y,272.0,0.7187528125,179.0,4.8500004,46.19048,15.35,15.6,15.8,197.5,2022-10-21,0.01,0.02,0.01,-0.72,-98.630135,11808.0,4204.0,0.5937540625000001,N,REGULAR,TSLA221021C00197500,2022-10-21 18:46:47+00:00,USD,REGULAR,TSLA221021P00197500,2022-10-21 19:07:48+00:00,USD
TSLA,Y,5202.0,0.6171913281250001,3622.0,4.5,52.941177,13.0,13.0,13.3,200.0,2022-10-21,0.01,0.01,0.01,-1.13,-99.12281,115315.0,64487.0,0.48438015625,N,REGULAR,TSLA221021C00200000,2022-10-21 19:06:57+00:00,USD,REGULAR,TSLA221021P00200000,2022-10-21 19:07:59+00:00,USD
TSLA,Y,1065.0,1.0000000000000003e-05,1317.0,3.6199994,55.436436,10.15,10.15,10.55,202.5,2022-10-21,0.01,0.02,0.02,-1.71,-98.84393,16441.0,4419.0,0.437505625,N,REGULAR,TSLA221021C00202500,2022-10-21 19:03:55+00:00,USD,REGULAR,TSLA221021P00202500,2022-10-21 19:07:41+00:00,USD
TSLA,Y,866.0,0.6367223828125,1301.0,3.1499996,50.399994,9.4,9.75,10.15,203.33,2022-10-21,0.0,0.01,0.01,-1.95,-99.4898,18324.0,4939.0,0.37500625,N,REGULAR,TSLA221021C00203330,2022-10-21 19:04:06+00:00,USD,REGULAR,TSLA221021P00203330,2022-10-21 19:09:25+00:00,USD
TSLA,Y,7916.0,0.534184345703125,18681.0,3.23,64.989944,8.2,8.1,8.45,205.0,2022-10-21,0.0,0.02,0.01,-2.59,-99.61539,90104.0,16319.0,0.34766277343749996,N,REGULAR,TSLA221021C00205000,2022-10-21 19:07:44+00:00,USD,REGULAR,TSLA221021P00205000,2022-10-21 19:08:51+00:00,USD
TSLA,Y,2468.0,0.36035795898437495,18049.0,2.29,57.107227,6.3,6.4,6.65,206.67,2022-10-21,0.01,0.02,0.02,-3.18,-99.375,27469.0,6680.0,0.28516339843749994,N,REGULAR,TSLA221021C00206670,2022-10-21 19:07:34+00:00,USD,REGULAR,TSLA221021P00206670,2022-10-21 19:09:22+00:00,USD
TSLA,Y,5571.0,0.304694453125,40164.0,2.3999999,69.565216,5.85,5.6,5.8,207.5,2022-10-21,0.01,0.02,0.01,-3.67,-99.728264,76182.0,7201.0,0.25391371093750004,N,REGULAR,TSLA221021C00207500,2022-10-21 19:09:16+00:00,USD,REGULAR,TSLA221021P00207500,2022-10-21 19:09:22+00:00,USD
TSLA,Y,16753.0,0.192390888671875,143329.0,0.9499998,39.58332,3.35,3.1,3.3,210.0,2022-10-21,0.02,0.03,0.03,-5.0699997,-99.41176,132670.0,19593.0,0.16797707031250003,N,REGULAR,TSLA221021C00210000,2022-10-21 19:09:08+00:00,USD,REGULAR,TSLA221021P00210000,2022-10-21 19:09:16+00:00,USD
TSLA,Y,6029.0,0.16211775390625,100136.0,-0.52,-34.210526,1.0,1.09,1.15,212.5,2022-10-21,0.26,0.28,0.32,-6.27,-95.14415,48117.0,4019.0,0.1294032373046875,N,REGULAR,TSLA221021C00212500,2022-10-21 19:09:24+00:00,USD,REGULAR,TSLA221021P00212500,2022-10-21 19:09:40+00:00,USD
TSLA,N,4440.0,0.13575083007812502,39066.0,-0.79999995,-61.53846,0.5,0.52,0.56,213.33,2022-10-21,0.55,0.58,0.64,-6.56,-91.111115,13121.0,4653.0,0.11963770996093749,Y,REGULAR,TSLA221021C00213330,2022-10-21 19:09:35+00:00,USD,REGULAR,TSLA221021P00213330,2022-10-21 19:09:26+00:00,USD
TSLA,N,16997.0,0.13868048828125001,113705.0,-0.80999994,-90.0,0.09,0.09,0.1,215.0,2022-10-21,1.8,2.0,1.77,-6.7999997,-79.34656,14098.0,11405.0,0.188484677734375,Y,REGULAR,TSLA221021C00215000,2022-10-21 19:09:35+00:00,USD,REGULAR,TSLA221021P00215000,2022-10-21 19:09:15+00:00,USD
TSLA,N,4288.0,0.17188328125000002,27639.0,-0.6,-96.7742,0.02,0.02,0.03,216.67,2022-10-21,3.35,3.6,3.25,-6.62,-67.07193,2179.0,19943.0,0.25879647460937505,Y,REGULAR,TSLA221021C00216670,2022-10-21 19:08:35+00:00,USD,REGULAR,TSLA221021P00216670,2022-10-21 19:09:02+00:00,USD
TSLA,N,7367.0,0.1914143359375,21460.0,-0.53000003,-96.36364,0.02,0.01,0.02,217.5,2022-10-21,4.25,4.45,4.2,-6.5,-60.747665,1188.0,5729.0,0.31055376953124997,Y,REGULAR,TSLA221021C00217500,2022-10-21 19:08:28+00:00,USD,REGULAR,TSLA221021P00217500,2022-10-21 19:08:51+00:00,USD
TSLA,N,25112.0,0.28125718749999995,50825.0,-0.31,-96.875,0.01,0.01,0.02,220.0,2022-10-21,6.6,6.9,6.55,-6.5,-49.808426,4294.0,25742.0,0.4023497265625,Y,REGULAR,TSLA221021C00220000,2022-10-21 19:09:16+00:00,USD,REGULAR,TSLA221021P00220000,2022-10-21 19:08:17+00:00,USD
TSLA,N,10269.0,0.335944140625,7964.0,-0.19,-95.0,0.01,0.0,0.01,222.5,2022-10-21,9.05,9.4,9.35,-5.8499994,-38.48684,527.0,4068.0,0.5117236328125,Y,REGULAR,TSLA221021C00222500,2022-10-21 19:02:36+00:00,USD,REGULAR,TSLA221021P00222500,2022-10-21 19:08:28+00:00,USD
TSLA,N,4065.0,0.35938140625,3716.0,-0.14999999,-93.74999,0.01,0.0,0.01,223.33,2022-10-21,9.9,10.25,10.05,-5.7699995,-36.472816,256.0,3532.0,0.5625043750000001,Y,REGULAR,TSLA221021C00223330,2022-10-21 19:03:43+00:00,USD,REGULAR,TSLA221021P00223330,2022-10-21 19:09:04+00:00,USD
TSLA,N,26079.0,0.414068359375,10057.0,-0.11,-91.66667,0.01,0.0,0.01,225.0,2022-10-21,11.8,12.1,11.85,-5.6900005,-32.44014,1292.0,10956.0,0.6562534375000001,Y,REGULAR,TSLA221021C00225000,2022-10-21 19:07:29+00:00,USD,REGULAR,TSLA221021P00225000,2022-10-21 19:08:28+00:00,USD
TSLA,N,4527.0,0.46094289062500005,1395.0,-0.09,-90.0,0.01,0.0,0.01,226.67,2022-10-21,13.55,13.9,13.7,-5.4000006,-28.272253,192.0,4386.0,0.79883013671875,Y,REGULAR,TSLA221021C00226670,2022-10-21 18:59:52+00:00,USD,REGULAR,TSLA221021P00226670,2022-10-21 19:05:54+00:00,USD
TSLA,N,5942.0,0.48438015625,2830.0,-0.080000006,-88.88889,0.01,0.0,0.01,227.5,2022-10-21,14.1,14.45,15.02,-4.629999,-23.562336,225.0,2835.0,0.507817421875,Y,REGULAR,TSLA221021C00227500,2022-10-21 19:03:16+00:00,USD,REGULAR,TSLA221021P00227500,2022-10-21 19:00:58+00:00,USD
TSLA,N,30922.0,0.585941640625,8834.0,-0.060000002,-85.71429,0.01,0.01,0.02,230.0,2022-10-21,16.6,16.9,16.74,-6.16,-26.899563,1458.0,16527.0,0.8105487695312499,Y,REGULAR,TSLA221021C00230000,2022-10-21 18:55:40+00:00,USD,REGULAR,TSLA221021P00230000,2022-10-21 19:08:10+00:00,USD
TSLA,N,6571.0,0.5937540625000001,2066.0,-0.049999997,-83.33333,0.01,0.0,0.01,232.5,2022-10-21,19.1,19.35,19.75,-4.6399994,-19.024189,414.0,1927.0,0.8398453515625,Y,REGULAR,TSLA221021C00232500,2022-10-21 18:52:45+00:00,USD,REGULAR,TSLA221021P00232500,2022-10-21 19:00:00+00:00,USD
TSLA,N,5852.0,0.6093789062500001,1350.0,-0.04,-79.99999,0.01,0.0,0.01,233.33,2022-10-21,20.1,20.55,20.0,-5.450001,-21.414541,307.0,8932.0,1.0293017285156252,Y,REGULAR,TSLA221021C00233330,2022-10-21 19:04:11+00:00,USD,REGULAR,TSLA221021P00233330,2022-10-21 19:07:57+00:00,USD
TSLA,N,14371.0,0.6562534375000001,3413.0,-0.03,-75.0,0.01,0.0,0.01,235.0,2022-10-21,21.9,22.25,21.71,-5.6600018,-20.679583,526.0,3432.0,1.16016044921875,Y,REGULAR,TSLA221021C00235000,2022-10-21 19:06:27+00:00,USD,REGULAR,TSLA221021P00235000,2022-10-21 19:07:50+00:00,USD
TSLA,N,3894.0,0.6875031250000001,1325.0,-0.03,-75.0,0.01,0.0,0.01,236.67,2022-10-21,23.25,23.65,23.85,-4.959999,-17.216242,81.0,1944.0,0.804689453125,Y,REGULAR,TSLA221021C00236670,2022-10-21 18:09:26+00:00,USD,REGULAR,TSLA221021P00236670,2022-10-21 19:05:10+00:00,USD
TSLA,N,6299.0,0.7187528125,4187.0,-0.03,-75.0,0.01,0.0,0.01,237.5,2022-10-21,24.1,24.45,24.5,-5.299999,-17.785233,576.0,1158.0,0.79687703125,Y,REGULAR,TSLA221021C00237500,2022-10-21 19:03:04+00:00,USD,REGULAR,TSLA221021P00237500,2022-10-21 18:38:27+00:00,USD
TSLA,N,27265.0,0.7812521875,4857.0,-0.02,-66.66667,0.01,0.0,0.01,240.0,2022-10-21,26.8,26.95,26.92,-5.5700016,-17.143742,1204.0,17027.0,1.1328168359375002,Y,REGULAR,TSLA221021C00240000,2022-10-21 19:06:57+00:00,USD,REGULAR,TSLA221021P00240000,2022-10-21 19:07:43+00:00,USD
TSLA,N,7349.0,0.8437515624999999,2853.0,-0.02,-66.66667,0.01,0.0,0.01,242.5,2022-10-21,29.0,29.4,30.45,-4.6800003,-13.321947,48.0,866.0,1.2519568652343749,Y,REGULAR,TSLA221021C00242500,2022-10-21 19:06:17+00:00,USD,REGULAR,TSLA221021P00242500,2022-10-21 16:03:53+00:00,USD
TSLA,N,3388.0,0.85937640625,192.0,-0.02,-66.66667,0.01,0.0,0.01,243.33,2022-10-21,29.9,30.25,30.65,-4.8599987,-13.686283,142.0,3406.0,1.3085972070312497,Y,REGULAR,TSLA221021C00243330,2022-10-21 18:46:51+00:00,USD,REGULAR,TSLA221021P00243330,2022-10-21 19:03:29+00:00,USD
TSLA,N,15801.0,0.9062509375,1654.0,-0.02,-66.66667,0.01,0.0,0.01,245.0,2022-10-21,31.6,31.9,32.18,-5.220001,-13.957222,411.0,7614.0,1.3359408203124996,Y,REGULAR,TSLA221021C00245000,2022-10-21 19:07:12+00:00,USD,REGULAR,TSLA221021P00245000,2022-10-21 18:59:12+00:00,USD
TSLA,N,5388.0,0.937500625,102.0,-0.01,-50.0,0.01,0.0,0.01,246.67,2022-10-21,33.35,33.7,34.23,-4.369999,-11.32124,94.0,4089.0,1.3085972070312497,Y,REGULAR,TSLA221021C00246670,2022-10-21 15:50:05+00:00,USD,REGULAR,TSLA221021P00246670,2022-10-21 19:01:30+00:00,USD
TSLA,N,3296.0,0.9687503125,396.0,-0.02,-66.66667,0.01,0.0,0.01,247.5,2022-10-21,34.0,34.45,36.17,-4.080002,-10.13665,17.0,667.0,1.486330693359375,Y,REGULAR,TSLA221021C00247500,2022-10-21 19:03:48+00:00,USD,REGULAR,TSLA221021P00247500,2022-10-21 17:17:45+00:00,USD
TSLA,N,45677.0,1.000005,2502.0,-0.02,-66.66667,0.01,0.0,0.01,250.0,2022-10-21,36.6,36.9,37.25,-5.0699997,-11.98015,793.0,27719.0,1.4941431542968748,Y,REGULAR,TSLA221021C00250000,2022-10-21 19:08:19+00:00,USD,REGULAR,TSLA221021P00250000,2022-10-21 19:04:05+00:00,USD
TSLA,N,5036.0,1.0625046875000002,591.0,-0.01,-50.0,0.01,0.0,0.01,252.5,2022-10-21,39.05,39.45,39.3,-5.299999,-11.883407,42.0,147.0,1.6484392578125,Y,REGULAR,TSLA221021C00252500,2022-10-21 19:00:43+00:00,USD,REGULAR,TSLA221021P00252500,2022-10-21 19:07:44+00:00,USD
TSLA,N,3435.0,1.09375453125,144.0,-0.01,-50.0,0.01,0.0,0.01,253.33,2022-10-21,39.95,40.3,40.0,-6.1100006,-13.250923,111.0,3965.0,1.3281283593749997,Y,REGULAR,TSLA221021C00253330,2022-10-21 16:38:03+00:00,USD,REGULAR,TSLA221021P00253330,2022-10-21 19:07:57+00:00,USD
TSLA,N,10730.0,1.125004375,629.0,-0.01,-50.0,0.01,0.0,0.01,255.0,2022-10-21,41.6,41.9,41.77,-6.1399994,-12.815695,249.0,2303.0,1.6484392578125,Y,REGULAR,TSLA221021C00255000,2022-10-21 19:04:31+00:00,USD,REGULAR,TSLA221021P00255000,2022-10-21 19:08:38+00:00,USD
TSLA,N,2636.0,1.1875040625,99.0,-0.01,-50.0,0.01,0.0,0.01,256.67,2022-10-21,43.2,43.6,44.01,-4.6900024,-9.630395,148.0,3138.0,1.75000125,Y,REGULAR,TSLA221021C00256670,2022-10-21 18:25:28+00:00,USD,REGULAR,TSLA221021P00256670,2022-10-21 18:16:56+00:00,USD
TSLA,N,4469.0,1.1875040625,427.0,-0.01,-50.0,0.01,0.0,0.01,257.5,2022-10-21,44.05,44.45,45.6,-4.25,-8.525577,5.0,358.0,1.8046884765624998,Y,REGULAR,TSLA221021C00257500,2022-10-21 17:37:48+00:00,USD,REGULAR,TSLA221021P00257500,2022-10-21 16:43:42+00:00,USD
TSLA,N,16827.0,1.2500037499999999,904.0,0.0,0.0,0.01,0.0,0.01,260.0,2022-10-21,46.55,46.95,47.25,-4.950001,-9.482759,299.0,5499.0,1.8828130859374999,Y,REGULAR,TSLA221021C00260000,2022-10-21 18:57:53+00:00,USD,REGULAR,TSLA221021P00260000,2022-10-21 18:48:30+00:00,USD
TSLA,N,3731.0,1.3125034374999998,24.0,0.0,0.0,0.01,0.0,0.01,262.5,2022-10-21,49.6,50.0,49.35,-5.700001,-10.354225,51.0,186.0,2.345707260742187,Y,REGULAR,TSLA221021C00262500,2022-10-21 18:53:05+00:00,USD,REGULAR,TSLA221021P00262500,2022-10-21 18:00:36+00:00,USD
TSLA,N,2853.0,1.3125034374999998,116.0,0.0,0.0,0.01,0.0,0.01,263.33,2022-10-21,49.9,50.4,50.13,-6.7199974,-11.820577,105.0,2522.0,1.69140779296875,Y,REGULAR,TSLA221021C00263330,2022-10-21 17:27:18+00:00,USD,REGULAR,TSLA221021P00263330,2022-10-21 18:41:19+00:00,USD
TSLA,N,6460.0,1.3437532812499997,575.0,0.0,0.0,0.01,0.0,0.01,265.0,2022-10-21,51.5,51.95,51.98,-5.290001,-9.23695,114.0,2717.0,2.031254921875,Y,REGULAR,TSLA221021C00265000,2022-10-21 18:16:50+00:00,USD,REGULAR,TSLA221021P00265000,2022-10-21 19:07:35+00:00,USD
TSLA,N,8639.0,1.3750031249999999,164.0,-0.01,-50.0,0.01,0.0,0.01,266.67,2022-10-21,53.2,53.6,53.8,-6.1800003,-10.303434,188.0,7925.0,2.0449267626953125,Y,REGULAR,TSLA221021C00266670,2022-10-21 18:18:27+00:00,USD,REGULAR,TSLA221021P00266670,2022-10-21 19:04:07+00:00,USD
